activity_id,lead_id,booking_id,activity_date,representative_name,representative_role,activity_type,activity_result,notes,duration_minutes
act_fd21e87853f6,lead_7d348e925993,,2026-06-18T15:08:29,Alex Morgan,Setter,Email,Connected,Explicabo aspernatur tempore minima mollitia et cupiditate perspiciatis ex inventore provident fugit.,7
act_aec906fdd1cb,lead_7d348e925993,,2026-07-07T09:08:29,Alex Morgan,Setter,Email,No Answer,Delectus nulla veritatis officia rem eligendi atque.,10
act_7991a5e80aa6,lead_7d348e925993,,2026-06-26T09:08:29,Alex Morgan,Setter,Call,No Answer,Accusantium vitae fugit dolor quasi nulla praesentium.,2
act_76b7a0987b71,lead_72808c721b27,,2026-04-25T12:55:26,Taylor Brooks,Setter,WhatsApp,No Answer,Quidem saepe iure ab fugit perspiciatis officia consequuntur dolores quis vitae.,1
act_2480fe446d5f,lead_72808c721b27,,2026-05-09T08:55:26,Taylor Brooks,Setter,SMS,Connected,Veniam odio nemo suscipit suscipit assumenda soluta odio.,5
act_76a4319a11ec,lead_72808c721b27,,2026-05-03T19:55:26,Taylor Brooks,Setter,SMS,No Answer,Esse laboriosam aliquam maxime possimus porro.,9
act_6ae5e1604890,lead_72808c721b27,,2026-05-12T18:55:26,Taylor Brooks,Setter,SMS,Follow Up Required,Hic iure dolorum cumque exercitationem molestias itaque quas dolor doloremque possimus.,9
act_4a99d09e3066,lead_8cb30ac10ba7,,2026-06-15T22:39:46,Alex Morgan,Setter,SMS,No Answer,Quis cum consectetur animi sit dignissimos minus iste temporibus perspiciatis consequatur.,8
act_68ce3727307a,lead_8cb30ac10ba7,,2026-06-06T01:39:46,Alex Morgan,Setter,Email,Follow Up Required,Sequi architecto tempore illum incidunt facilis quod adipisci.,11
act_65d1d7597453,lead_17339d565752,,2026-04-27T13:33:30,Taylor Brooks,Setter,WhatsApp,Connected,Animi nobis eveniet eos tempore molestiae possimus aperiam nesciunt autem aliquam temporibus.,9
act_3f67b37cb142,lead_17339d565752,,2026-05-07T12:33:30,Taylor Brooks,Setter,SMS,Interested,Eius earum dolor facilis aliquam molestiae.,10
act_33955df0b980,lead_17339d565752,,2026-04-27T03:33:30,Taylor Brooks,Setter,Call,No Answer,Nesciunt rem reprehenderit aliquam neque illum accusantium quas unde soluta illo eos minima.,6
act_6f9bbfe38972,lead_17339d565752,,2026-05-11T00:33:30,Taylor Brooks,Setter,SMS,Connected,Eveniet perferendis culpa expedita sed ipsam minima iusto facilis ipsa.,11
act_5fbbef6c5c3f,lead_17339d565752,book_db32edf08ed8,2026-05-13T03:33:30,Casey Bennett,Closer,Consultation,Qualified,Est consequuntur cupiditate laudantium ad nobis corporis facere provident.,23
act_b785e2a22006,lead_17339d565752,book_db32edf08ed8,2026-05-01T05:33:30,Casey Bennett,Closer,Call,Qualified,Est eius similique quis cupiditate incidunt animi vero explicabo deleniti recusandae.,3
act_f611aeaffc78,lead_694b57ee431a,,2026-06-30T09:38:53,Taylor Brooks,Setter,Call,No Answer,Non ipsum porro delectus accusantium totam dolore et sunt.,11
act_8412e77c97d8,lead_694b57ee431a,,2026-06-28T13:38:53,Taylor Brooks,Setter,WhatsApp,Interested,Numquam blanditiis ducimus enim doloribus fugit vitae fugiat quidem voluptatum ullam.,6
act_bb7ab089cae8,lead_a6b4c0f9f991,,2026-07-15T14:46:21,Taylor Brooks,Setter,SMS,Interested,Odit dignissimos quasi dicta error laboriosam iusto inventore aperiam quo.,4
act_ad6b0361e0bf,lead_a6b4c0f9f991,,2026-07-01T12:46:21,Taylor Brooks,Setter,WhatsApp,No Answer,Eum modi magni iste rem voluptatibus error repellat recusandae sequi tenetur.,10
act_43b13e941fc2,lead_a6b4c0f9f991,,2026-07-04T17:46:21,Taylor Brooks,Setter,Email,No Answer,Voluptates exercitationem odio mollitia laudantium odio odit quae quidem unde voluptatum ut ullam.,6
act_d30408396790,lead_a6b4c0f9f991,,2026-07-05T11:46:21,Taylor Brooks,Setter,SMS,No Answer,Odit consectetur necessitatibus sequi dicta minus illum numquam itaque.,11
act_18b82d8415f4,lead_f84b1204a7f9,,2026-02-18T20:34:49,Alex Morgan,Setter,SMS,Follow Up Required,Et aspernatur ut expedita quo facilis.,7
act_8f94ee79c03a,lead_a8a5487d2cdf,,2026-04-26T19:59:52,Jordan Lee,Setter,Email,No Answer,Aliquam ut rem numquam commodi maxime recusandae.,3
act_ff66cf3f27fe,lead_ef1d720fcdde,,2026-04-05T22:25:14,Taylor Brooks,Setter,Call,Follow Up Required,Sit suscipit assumenda mollitia non aperiam asperiores magnam rerum nihil temporibus reprehenderit quas.,6
act_f46648f69fee,lead_ef1d720fcdde,,2026-03-25T20:25:14,Taylor Brooks,Setter,Email,Follow Up Required,Magni odit explicabo illo officia ea animi aliquid odit voluptate quod.,8
act_289307e77b7c,lead_ef1d720fcdde,,2026-03-21T03:25:14,Taylor Brooks,Setter,WhatsApp,Interested,Numquam voluptates impedit ab eaque ex corrupti illo mollitia commodi vel.,12
act_2a9b0029462b,lead_d1877b60618c,,2026-03-24T03:16:42,Taylor Brooks,Setter,Call,Interested,Non suscipit quae assumenda quasi possimus.,2
act_fc9c0c3edf67,lead_d1877b60618c,,2026-03-13T22:16:42,Taylor Brooks,Setter,Email,Follow Up Required,Cupiditate provident adipisci repellendus labore doloribus excepturi iste numquam.,12
act_3f54d78e90a8,lead_d1877b60618c,,2026-03-06T08:16:42,Taylor Brooks,Setter,Email,Connected,Blanditiis debitis repellat rem dicta error nostrum.,2
act_8b00247b2833,lead_d1877b60618c,,2026-03-18T23:16:42,Taylor Brooks,Setter,WhatsApp,Interested,Eveniet quae veritatis dignissimos voluptas aspernatur.,6
act_353929754d57,lead_d1877b60618c,,2026-03-10T06:16:42,Taylor Brooks,Setter,WhatsApp,Connected,Quod aspernatur animi omnis saepe hic quo.,9
act_94e0d542db0f,lead_d1877b60618c,book_53097accda50,2026-03-24T08:16:42,Morgan Reed,Closer,Call,Qualified,Ratione minima harum suscipit iste accusamus.,7
act_b2d5cc13a9a9,lead_d1877b60618c,book_53097accda50,2026-03-25T00:16:42,Morgan Reed,Closer,Call,Qualified,Necessitatibus libero velit distinctio accusantium eum.,10
act_f8b896ba9ff4,lead_cc0524e8c47f,,2026-05-08T16:34:16,Alex Morgan,Setter,SMS,No Answer,Facere deleniti molestias dolore atque facere temporibus a ut.,7
act_c08d4b671328,lead_cc0524e8c47f,,2026-05-18T02:34:16,Alex Morgan,Setter,Call,Follow Up Required,Libero ducimus aut facere sed accusantium exercitationem possimus ipsum sequi ducimus suscipit autem.,3
act_f4a9e562e6a7,lead_cc0524e8c47f,,2026-05-23T03:34:16,Alex Morgan,Setter,SMS,No Answer,Saepe fugit consectetur nesciunt deleniti molestias beatae at soluta temporibus velit quidem eligendi.,2
act_a102d82cc03c,lead_cc0524e8c47f,,2026-05-16T03:34:16,Alex Morgan,Setter,Call,Connected,Quod rerum quos repellendus ipsam minus.,7
act_0e0a115bad33,lead_cc0524e8c47f,,2026-05-14T13:34:16,Alex Morgan,Setter,Call,Interested,Quas expedita voluptatibus eius modi amet consequatur ipsam laboriosam.,10
act_250612bdc905,lead_cc0524e8c47f,book_8af616d01377,2026-05-08T20:34:16,Riley Carter,Closer,Consultation,No Answer,Placeat consectetur mollitia amet quidem soluta consectetur debitis nihil quibusdam.,47
act_0cdd97620408,lead_cc0524e8c47f,book_8af616d01377,2026-05-20T12:34:16,Riley Carter,Closer,Follow Up,No Answer,Ducimus earum suscipit commodi rem alias ipsam error corporis.,31
act_05e02213a8e1,lead_ec2b73632b1a,,2026-06-25T12:04:07,Jordan Lee,Setter,SMS,Connected,Sed vitae deleniti impedit quam eos.,10
act_8a0cfedd7d67,lead_ec2b73632b1a,,2026-06-11T18:04:07,Jordan Lee,Setter,Email,Interested,Aut placeat maxime cumque ipsam quas exercitationem earum repellat itaque dolores distinctio.,10
act_9cac6f578659,lead_ec2b73632b1a,,2026-06-20T00:04:07,Jordan Lee,Setter,Call,Interested,Natus itaque voluptate voluptates in nulla magni vitae officiis.,10
act_116f469209b5,lead_0ed07cd8c5e3,,2026-02-01T22:36:47,Jordan Lee,Setter,Email,Connected,Cumque tempore sed sit dolore ad vero delectus.,8
act_70902284c1d7,lead_68d9788f10db,,2026-02-08T04:03:06,Jordan Lee,Setter,SMS,Interested,Ea hic neque deserunt maxime laudantium beatae unde suscipit excepturi sunt.,2
act_e1886bf90046,lead_68d9788f10db,,2026-01-24T23:03:06,Jordan Lee,Setter,WhatsApp,Follow Up Required,Quas consequuntur delectus assumenda placeat occaecati cum quam aliquid quasi accusamus corrupti.,11
act_ac972ca1ad6e,lead_2a5a2f6920cd,,2026-03-30T09:32:29,Jordan Lee,Setter,Email,Connected,Consequatur ut aliquid dolorem repudiandae laboriosam distinctio error ullam.,11
act_4809662cd1df,lead_69d0bc967606,,2026-07-08T13:06:23,Jordan Lee,Setter,WhatsApp,No Answer,Facere adipisci amet atque optio illum molestiae illo.,9
act_8ee8cb44e9a2,lead_69d0bc967606,,2026-07-08T17:06:23,Jordan Lee,Setter,Email,Follow Up Required,Natus odit deleniti sit magni quas ullam nulla non laboriosam possimus.,11
act_accc62e0c6d9,lead_69d0bc967606,,2026-06-29T10:06:23,Jordan Lee,Setter,WhatsApp,Interested,Sequi beatae dolore officia est reiciendis quas dolorum cum harum.,12
act_cb71e552b085,lead_69d0bc967606,,2026-06-29T04:06:23,Jordan Lee,Setter,SMS,Connected,Deleniti sequi neque sit culpa distinctio magnam molestiae omnis autem veniam id.,11
act_ee791df8ab4e,lead_3876cba8f1c6,,2026-02-01T08:06:27,Taylor Brooks,Setter,SMS,Connected,Repellendus delectus maiores alias aspernatur excepturi quasi fugit cupiditate.,9
act_571285519b93,lead_3876cba8f1c6,,2026-01-28T06:06:27,Taylor Brooks,Setter,Call,No Answer,Recusandae itaque quidem perspiciatis ea nemo architecto perferendis perferendis sunt velit inventore officia.,4
act_bdccdac6993f,lead_1c9b2a997d0b,,2026-03-05T19:46:34,Alex Morgan,Setter,SMS,Interested,Id atque delectus voluptatum laboriosam odit officiis earum nisi accusantium explicabo dolorem.,1
act_154387e762a7,lead_1c9b2a997d0b,,2026-03-10T10:46:34,Alex Morgan,Setter,WhatsApp,Interested,Dicta dolorum vel impedit reprehenderit dolor error.,9
act_381180453912,lead_4e63b31e0844,,2026-04-22T23:04:49,Alex Morgan,Setter,WhatsApp,Follow Up Required,Eveniet sapiente autem possimus corrupti provident suscipit sapiente nisi voluptates laborum alias necessitatibus.,7
act_d86e175cedf7,lead_4e63b31e0844,,2026-04-16T15:04:49,Alex Morgan,Setter,WhatsApp,No Answer,Illum qui facilis quis assumenda earum totam placeat dolorem ullam ducimus.,7
act_6a6f7d6d58a4,lead_4e63b31e0844,,2026-04-20T17:04:49,Alex Morgan,Setter,Email,Interested,Fugit reiciendis sapiente neque qui dignissimos nesciunt fuga cumque.,9
act_670c0c71e45d,lead_ba107f3a5034,,2026-01-18T05:34:27,Jordan Lee,Setter,WhatsApp,Interested,Aut enim nisi unde veritatis quidem odit omnis nostrum maxime dolore quis aspernatur.,5
act_d63ac7952ea5,lead_ba107f3a5034,,2026-01-09T17:34:27,Jordan Lee,Setter,Email,Follow Up Required,Porro maiores ipsum eaque repudiandae quod ipsum voluptates rerum totam dicta.,3
act_ac0c70b58aa1,lead_81701d79167b,,2026-02-28T00:58:11,Alex Morgan,Setter,SMS,Interested,Itaque minus voluptate illo ducimus saepe.,4
act_50ff32ed3bb8,lead_645bc68f582c,,2026-02-15T19:04:07,Alex Morgan,Setter,WhatsApp,Interested,Voluptates hic nobis velit pariatur magnam quis placeat quae exercitationem quam nam iure.,6
act_e8b77eae5a05,lead_5e9bd0f66b69,,2026-02-02T23:49:16,Taylor Brooks,Setter,Email,Connected,Expedita earum neque nesciunt sequi nesciunt.,9
act_f4d3b569455e,lead_5e9bd0f66b69,,2026-01-25T18:49:16,Taylor Brooks,Setter,WhatsApp,Interested,Quaerat praesentium modi et ratione sed totam enim hic.,12
act_1d8deaa1a987,lead_5e9bd0f66b69,,2026-01-16T03:49:16,Taylor Brooks,Setter,WhatsApp,Interested,Consectetur tempora est eos aspernatur cumque cumque perspiciatis sequi.,11
act_c52d8adaf6ac,lead_5e9bd0f66b69,,2026-01-25T12:49:16,Taylor Brooks,Setter,Call,Interested,Natus quod dolor itaque nam amet doloremque iste eius tenetur nam voluptatem.,7
act_6a30f3178b50,lead_5e9bd0f66b69,,2026-01-23T18:49:16,Taylor Brooks,Setter,SMS,Follow Up Required,Adipisci officia neque debitis illo rerum.,6
act_1586d6059d8b,lead_5e9bd0f66b69,,2026-01-31T03:49:16,Taylor Brooks,Setter,Call,No Answer,Suscipit vitae molestiae facere pariatur necessitatibus quas.,10
act_db42de2b2362,lead_5e9bd0f66b69,book_4662997def67,2026-01-19T01:49:16,Riley Carter,Closer,Follow Up,Follow Up Required,Tempore id sit aut ex maiores ab ipsa ipsam amet unde.,32
act_41d9fbc597f3,lead_5e9bd0f66b69,book_4662997def67,2026-01-30T15:49:16,Riley Carter,Closer,Follow Up,No Answer,Qui facere porro nisi voluptate eum perferendis.,37
act_e9a103f70c7a,lead_32437dc8a0e9,,2026-06-03T08:46:38,Alex Morgan,Setter,Email,No Answer,Earum quia minus dolore facere sed eius minus tenetur id.,7
act_5111d3f376e4,lead_32437dc8a0e9,,2026-05-26T08:46:38,Alex Morgan,Setter,WhatsApp,Follow Up Required,Optio modi reiciendis eligendi quisquam maxime ut asperiores cupiditate corrupti eligendi fugit expedita.,12
act_58150216aba0,lead_32437dc8a0e9,,2026-06-02T08:46:38,Alex Morgan,Setter,Call,No Answer,Quidem aliquam hic iure dolorem consequuntur earum vitae.,4
act_99265af71140,lead_32437dc8a0e9,,2026-05-22T14:46:38,Alex Morgan,Setter,Email,Connected,Fugit beatae sapiente voluptates recusandae modi animi eum.,2
act_578202effbcb,lead_d5084a694c59,,2026-06-18T19:42:57,Alex Morgan,Setter,SMS,No Answer,Tempora inventore saepe magni libero fugiat esse.,12
act_b130b2f1ebf1,lead_d5084a694c59,,2026-06-30T21:42:57,Alex Morgan,Setter,Email,Follow Up Required,Vitae qui amet inventore illum eaque nemo eius doloribus rem maiores tempora.,11
act_5310e49f86a6,lead_d5084a694c59,,2026-07-06T16:42:57,Alex Morgan,Setter,SMS,Connected,Illo aliquid ipsa in excepturi ullam impedit voluptatem ipsa nobis.,5
act_7db34d874d15,lead_d5084a694c59,,2026-06-28T04:42:57,Alex Morgan,Setter,SMS,Connected,Quasi esse ipsum excepturi dolor distinctio dolorem hic.,5
act_ea795bbbcb30,lead_d5084a694c59,book_56e6b137f650,2026-06-27T05:42:57,Morgan Reed,Closer,Call,No Answer,Soluta necessitatibus dignissimos fugiat accusantium quos.,7
act_f8e7ea193342,lead_d5084a694c59,book_56e6b137f650,2026-06-26T07:42:57,Morgan Reed,Closer,Call,Follow Up Required,Voluptates odio quam soluta recusandae eligendi consequatur voluptas veniam deleniti hic.,11
act_0fdf36a1c7aa,lead_36da79e64de9,,2026-03-16T03:16:29,Alex Morgan,Setter,Call,No Answer,Ipsum minima perferendis iste iusto mollitia eum sunt.,1
act_0e409f08bac7,lead_8a18bdff6aa1,,2026-03-02T00:32:31,Taylor Brooks,Setter,SMS,Interested,Itaque veritatis quos porro aliquam saepe.,1
act_c1559f2635d3,lead_8a18bdff6aa1,,2026-03-08T18:32:31,Taylor Brooks,Setter,Call,Interested,Esse fugiat ipsa dolore harum quidem hic voluptate mollitia quidem.,4
act_54ee5278c49c,lead_d58ce4a3362e,,2026-01-23T04:00:38,Alex Morgan,Setter,SMS,Interested,Totam corporis optio consequuntur debitis similique temporibus voluptas.,9
act_e9552b5114ba,lead_d58ce4a3362e,,2026-01-22T04:00:38,Alex Morgan,Setter,WhatsApp,Follow Up Required,Atque doloremque nisi voluptas necessitatibus repellendus temporibus esse.,8
act_2de7c8f4e770,lead_d58ce4a3362e,,2026-01-13T05:00:38,Alex Morgan,Setter,Call,Interested,Ipsum vel qui libero aliquid quidem cupiditate dicta quo rerum necessitatibus ut.,5
act_9e48a7c477c2,lead_d58ce4a3362e,,2026-01-25T00:00:38,Alex Morgan,Setter,Email,Follow Up Required,Qui occaecati provident expedita ab debitis consectetur rerum.,1
act_120255189157,lead_57a4dacf040c,,2026-06-14T06:12:14,Alex Morgan,Setter,SMS,Connected,Consectetur culpa ad doloremque ipsam quia eum labore eaque ab mollitia eum unde.,7
act_0bde77ed11e0,lead_57a4dacf040c,,2026-06-05T14:12:14,Alex Morgan,Setter,Call,Follow Up Required,Provident nobis aspernatur voluptas voluptatem nobis molestiae deserunt voluptatem neque quibusdam numquam.,5
act_cadac5ace92b,lead_57a4dacf040c,,2026-06-05T19:12:14,Alex Morgan,Setter,WhatsApp,Connected,Saepe quo natus assumenda molestias porro quae dolor dolorum deserunt doloremque inventore.,3
act_f791719b7f8a,lead_57a4dacf040c,book_6e4390517304,2026-06-03T16:12:14,Morgan Reed,Closer,Call,No Answer,Quia rerum dicta praesentium architecto quaerat aperiam libero impedit non suscipit.,12
act_788b43e6ff5b,lead_57a4dacf040c,book_6e4390517304,2026-06-10T09:12:14,Morgan Reed,Closer,Consultation,No Answer,Assumenda pariatur eum autem beatae asperiores id veritatis nobis optio corrupti.,48
act_d005b9dd5e97,lead_316205bf897c,,2026-03-04T14:31:20,Alex Morgan,Setter,WhatsApp,Follow Up Required,Delectus ut aperiam nulla quia neque tenetur exercitationem perspiciatis voluptatibus distinctio officiis aliquam.,11
act_5df84c5047ec,lead_316205bf897c,,2026-03-04T13:31:20,Alex Morgan,Setter,SMS,Interested,Voluptatum nam recusandae porro ullam laboriosam.,1
act_3c323ad71c1d,lead_316205bf897c,,2026-03-07T14:31:20,Alex Morgan,Setter,SMS,No Answer,Corporis reiciendis omnis sunt perferendis repellendus error qui.,6
act_bb6d060513b3,lead_6220af01201a,,2026-03-30T11:50:22,Taylor Brooks,Setter,SMS,Connected,Dolores alias numquam quis eaque ab veniam dignissimos quis earum corrupti dolorum.,1
act_e0a153b5ebf3,lead_6220af01201a,,2026-03-19T09:50:22,Taylor Brooks,Setter,WhatsApp,Follow Up Required,Consequuntur nisi error rem magnam molestias labore libero culpa.,6
act_562033279f4a,lead_6220af01201a,,2026-03-31T15:50:22,Taylor Brooks,Setter,SMS,No Answer,Consectetur perferendis deleniti animi aperiam ipsa architecto sint ab odit qui ipsam neque.,3
act_2460d362593c,lead_6220af01201a,book_83c0c809fdbc,2026-03-17T16:50:22,Casey Bennett,Closer,Follow Up,Qualified,Ut dolores est at pariatur sint voluptatem error.,28
act_ef0826506246,lead_6220af01201a,book_83c0c809fdbc,2026-03-25T19:50:22,Casey Bennett,Closer,Follow Up,Qualified,Aliquid non harum autem totam quis incidunt nam eligendi architecto.,47
act_94419058f8e3,lead_64ae5a3d4f7f,,2026-05-29T04:33:37,Alex Morgan,Setter,Email,Follow Up Required,Iusto quos ratione rerum ullam nostrum assumenda iusto incidunt modi praesentium natus impedit.,8
act_ac56c39ac796,lead_64ae5a3d4f7f,,2026-06-15T20:33:37,Alex Morgan,Setter,Call,Follow Up Required,Error quisquam laudantium recusandae molestias at.,6
act_d70b5d7c9bfe,lead_64ae5a3d4f7f,,2026-06-11T01:33:37,Alex Morgan,Setter,Call,No Answer,Porro tempora aperiam quam minima veniam exercitationem.,9
act_8ca2e3ec448c,lead_fd21691f9dc4,,2026-02-28T21:52:19,Alex Morgan,Setter,WhatsApp,Follow Up Required,Odio distinctio harum atque laboriosam nam sapiente eveniet blanditiis suscipit tempora rerum maiores.,6
act_56d44cfd7837,lead_8b3d5ff8468e,,2026-03-30T16:00:13,Taylor Brooks,Setter,SMS,Interested,Est tenetur velit repudiandae earum natus.,2
act_722fb8e25af5,lead_8b3d5ff8468e,book_b1a340f231a5,2026-03-28T16:00:13,Riley Carter,Closer,Follow Up,Qualified,Sapiente magni officia nesciunt ex voluptatum labore totam totam commodi.,58
act_916b10af9d1c,lead_8b3d5ff8468e,book_b1a340f231a5,2026-04-06T12:00:13,Riley Carter,Closer,Follow Up,Qualified,Quis laboriosam saepe suscipit repudiandae nam.,49
act_e6f4daf50b8c,lead_c856f88266bd,,2026-01-31T09:35:26,Alex Morgan,Setter,SMS,Interested,Ex consectetur dolore cumque quibusdam sit eos doloremque perspiciatis eum officiis.,10
act_512160dc102c,lead_c856f88266bd,,2026-01-26T15:35:26,Alex Morgan,Setter,WhatsApp,Interested,Placeat asperiores dolor quibusdam accusamus consequuntur repudiandae et.,8
act_376f4f21eafe,lead_c856f88266bd,book_53b90fb1fbbd,2026-02-02T21:35:26,Morgan Reed,Closer,Follow Up,Qualified,Dicta rem similique ipsa iusto pariatur qui.,35
act_071900e6260c,lead_c856f88266bd,book_53b90fb1fbbd,2026-01-24T23:35:26,Morgan Reed,Closer,Consultation,Qualified,Labore amet magni similique repellendus dicta magni hic alias atque.,35
act_da0fefd6a7b8,lead_981186982a36,,2026-05-08T11:59:42,Taylor Brooks,Setter,Email,Connected,Est exercitationem eius repellat esse tenetur quaerat.,5
act_1fcfa020092a,lead_981186982a36,,2026-05-06T07:59:42,Taylor Brooks,Setter,SMS,Follow Up Required,Nemo saepe repudiandae optio iste enim in eos doloremque voluptatibus animi repellendus.,8
act_75a4a0d3c0b4,lead_981186982a36,,2026-05-02T01:59:42,Taylor Brooks,Setter,WhatsApp,No Answer,Tempore aliquid pariatur ullam excepturi quod magnam facere.,7
act_1736fbceead0,lead_981186982a36,book_a0cf5a930fcf,2026-04-24T22:59:42,Riley Carter,Closer,Call,Qualified,Voluptates doloremque a sit commodi corrupti veritatis modi alias quibusdam rem eius.,10
act_8642d2f6993c,lead_981186982a36,book_a0cf5a930fcf,2026-05-03T12:59:42,Riley Carter,Closer,Follow Up,Qualified,Vitae omnis quisquam quo ipsam deserunt.,59
act_f4de49d4cef9,lead_a73dc892d98e,,2026-05-24T02:03:56,Alex Morgan,Setter,Email,No Answer,Architecto repellendus rerum sit possimus fugit similique explicabo.,4
